"date","time","size","version","os","country","ip_id"
"2020-04-26","05:00:56",81774921,"3.6.3","osx","US",4
"2020-04-26","05:01:23",81774921,"3.6.3","osx","US",4
"2020-04-26","05:01:41",86429665,"3.6.3","win","HK",3383
"2020-04-26","05:01:43",81774921,"3.6.3","osx","US",4
"2020-04-26","05:01:57",81774921,"3.6.3","osx","US",4
"2020-04-26","05:01:54",1040227,"4.0.0","win","CN",204
"2020-04-26","05:02:23",87660971,"4.0.0patched","win",NA,5
"2020-04-26","05:02:22",2179622,"4.0.0","win",NA,5
"2020-04-26","05:02:36",78085896,"3.5.2","osx","JP",3384
"2020-04-26","05:02:41",88140998,"latest","osx","US",2
"2020-04-26","05:02:48",87664394,"4.0.0","win","IN",3385
"2020-04-26","05:02:58",81774921,"3.6.3","osx","US",4
"2020-04-26","05:03:02",81774921,"3.6.3","osx","US",4
"2020-04-26","05:02:57",87564165,"4.0.0","win",NA,5
"2020-04-26","05:03:29",74889290,"3.3.3","osx","US",2
"2020-04-26","05:03:32",87564165,"4.0.0","win",NA,5
"2020-04-26","05:03:37",81774921,"3.6.3","osx","US",4
"2020-04-26","04:03:47",87564158,"4.0.0","win","US",3386
"2020-04-26","04:03:44",87661840,"4.0.0","win","CN",3358
"2020-04-26","04:03:51",81774920,"3.6.3","osx","US",4
"2020-04-26","04:03:50",81774920,"3.6.3","osx","US",35
"2020-04-26","04:04:04",87660783,"4.0.0","win","US",3387
"2020-04-26","04:04:19",81774920,"3.6.3","osx","US",4
"2020-04-26","04:04:23",81774920,"3.6.3","osx","US",4
"2020-04-26","04:04:21",81774920,"3.6.3","osx","US",4
"2020-04-26","04:04:26",74889294,"3.3.3","osx","US",2
"2020-04-26","04:04:30",81774920,"3.6.3","osx","US",4
"2020-04-26","04:04:50",81774920,"3.6.3","osx","US",4
"2020-04-26","04:04:47",81774920,"3.6.3","osx","US",35
"2020-04-26","04:04:48",87664171,"4.0.0","win","CA",3388
"2020-04-26","04:04:48",81774920,"3.6.3","osx","US",35
"2020-04-26","04:05:10",81774920,"3.6.3","osx","US",35
"2020-04-26","04:05:05",81774909,"3.6.3","osx","US",35
"2020-04-26","04:05:14",81774920,"3.6.3","osx","US",4
"2020-04-26","04:05:05",81774920,"3.6.3","osx","US",35
"2020-04-26","04:05:14",1362081,"4.0.0","win","ID",3247
"2020-04-26","04:05:36",87564165,"4.0.0","win","CN",3389
"2020-04-26","04:05:35",81774920,"3.6.3","osx","US",4
"2020-04-26","04:05:45",81774920,"3.6.3","osx","US",4
"2020-04-26","04:05:49",81774920,"3.6.3","osx","US",4
"2020-04-26","04:05:48",81774920,"3.6.3","osx","US",35
"2020-04-26","04:05:48",81774920,"3.6.3","osx","US",35
"2020-04-26","04:05:50",81774920,"3.6.3","osx","US",35
"2020-04-26","04:06:08",87564156,"4.0.0","win","CN",3390
"2020-04-26","04:06:13",33219309,"4.0.0","src","US",3391
"2020-04-26","04:06:17",87670421,"4.0.0","win",NA,5
"2020-04-26","04:06:30",87564166,"4.0.0","win","IN",3392
"2020-04-26","04:06:38",87564156,"4.0.0","win","PK",3393
"2020-04-26","04:06:40",2737945,"4.0.0","win","CN",2012
"2020-04-26","04:06:54",81774920,"3.6.3","osx","US",4
"2020-04-26","04:07:11",81774920,"3.6.3","osx","US",4
"2020-04-26","04:07:22",88140276,"4.0.0","osx","US",3394
"2020-04-26","04:07:32",81774920,"3.6.3","osx","US",4
"2020-04-26","04:07:29",87666851,"4.0.0","win",NA,5
"2020-04-26","04:07:53",44779630,"4.0.0","win",NA,5
"2020-04-26","04:07:46",81774920,"3.6.3","osx","US",4
"2020-04-26","04:07:59",78202404,"3.5.3","osx","US",2
"2020-04-26","04:07:57",81774920,"3.6.3","osx","US",4
"2020-04-26","04:08:12",87564166,"4.0.0","win","US",3395
"2020-04-26","04:08:12",87660364,"4.0.0","win",NA,5
"2020-04-26","04:08:21",1373115,"4.0.0","win","CN",2212
"2020-04-26","17:38:30",74286549,"3.3.3","win","US",39
"2020-04-26","17:38:48",87564163,"4.0.0","win",NA,5
"2020-04-26","17:38:56",87668031,"4.0.0","win","US",3396
"2020-04-26","17:39:01",87660364,"4.0.0","win","US",3397
"2020-04-26","17:39:04",87564157,"4.0.0","win","PE",3398
"2020-04-26","17:39:07",0,"4.0.0","win","RU",3399
"2020-04-26","17:39:07",87668320,"4.0.0","win",NA,5
"2020-04-26","17:39:17",87662722,"4.0.0","win","RU",3399
"2020-04-26","17:39:27",81045837,"3.6.2","osx","US",4
"2020-04-26","17:39:47",77266252,"3.4.4","osx","US",2
"2020-04-26","17:40:06",88140034,"latest","osx","US",2
"2020-04-26","17:40:07",81774920,"3.6.3","osx","US",4
"2020-04-26","17:40:07",78114110,"3.5.3","osx","US",2
"2020-04-26","17:40:33",87564166,"4.0.0","win","US",3400
"2020-04-26","17:40:40",87660553,"4.0.0","win","GB",3401
"2020-04-26","17:41:01",88140149,"4.0.0","osx","GB",3402
"2020-04-26","17:40:49",87564167,"4.0.0","win","CN",2126
"2020-04-26","17:40:52",87564166,"4.0.0","win","US",3403
"2020-04-26","17:41:03",88043430,"latest","osx","US",2
"2020-04-26","17:41:21",88043418,"4.0.0","osx","US",35
"2020-04-26","17:41:21",81774916,"3.6.3","osx","US",35
"2020-04-26","17:41:54",87564156,"4.0.0","win","CA",3404
"2020-04-26","17:41:51",81774921,"3.6.3","osx","US",4
"2020-04-26","17:41:50",88043425,"4.0.0","osx","US",4
"2020-04-26","17:41:50",87564161,"4.0.0","win","US",3405
"2020-04-26","17:42:08",87666911,"4.0.0patched","win","US",18
"2020-04-26","17:42:20",81774921,"3.6.3","osx","US",4
"2020-04-26","17:42:14",87564167,"4.0.0","win","CA",3406
"2020-04-26","17:42:25",88043424,"latest","osx","US",2
"2020-04-26","17:42:47",81774921,"3.6.3","osx","US",4
"2020-04-26","17:42:57",87564167,"4.0.0","win","ID",3407
"2020-04-26","17:42:59",87666520,"4.0.0","win","US",39
"2020-04-26","17:43:11",87660327,"4.0.0","win","DE",3408
"2020-04-26","17:43:43",87564155,"4.0.0","win","US",2127
"2020-04-26","02:33:38",87665800,"4.0.0patched","win","US",39
"2020-04-26","02:34:08",88141929,"4.0.0","osx","US",3409
"2020-04-26","02:34:30",87564166,"4.0.0","win","US",3410
"2020-04-26","02:35:13",88043424,"latest","osx","US",2
"2020-04-26","02:35:18",87661703,"4.0.0","win",NA,5
"2020-04-26","02:35:23",81774921,"3.6.3","osx","US",4
"2020-04-26","02:35:36",87660535,"4.0.0","win","KR",3411
"2020-04-26","02:35:48",74889293,"3.3.3","osx","US",2
"2020-04-26","02:36:37",88140301,"4.0.0","osx","HK",3412
"2020-04-26","02:36:57",14677,"3.5.3","win","CN",2196
"2020-04-26","02:37:00",4926487,"4.0.0","win",NA,5
"2020-04-26","02:37:04",5159968,"3.5.3","win","UA",3413
"2020-04-26","02:37:25",87666448,"4.0.0","win","MX",3414
"2020-04-26","02:37:30",87668361,"4.0.0","win","MX",3415
"2020-04-26","02:37:50",87662003,"4.0.0","win","SY",3416
"2020-04-26","02:38:00",88146470,"latest","osx","US",2
"2020-04-26","02:38:22",1058538,"4.0.0","osx","US",3417
"2020-04-26","01:03:40",87564161,"4.0.0","win","US",3418
"2020-04-26","01:03:55",88141038,"4.0.0","osx",NA,5
"2020-04-26","01:04:02",81774921,"3.6.3","osx","US",4
"2020-04-26","01:03:59",81774921,"3.6.3","osx","US",4
"2020-04-26","01:04:11",87564163,"4.0.0","win",NA,5
"2020-04-26","01:04:17",87660498,"4.0.0","win","US",3419
"2020-04-26","01:04:34",88142933,"4.0.0","osx","CN",3420
"2020-04-26","01:04:30",81774921,"3.6.3","osx","US",4
"2020-04-26","01:04:36",81774921,"3.6.3","osx","US",4
"2020-04-26","01:05:01",88043429,"4.0.0","osx","US",4
"2020-04-26","01:05:00",87564161,"4.0.0","win","US",3421
"2020-04-26","01:05:21",81774921,"3.6.3","osx","US",4
"2020-04-26","01:05:15",81774921,"3.6.3","osx","US",4
"2020-04-26","01:05:16",48202278,"4.0.0","win","CN",98
"2020-04-26","01:05:32",5677515,"4.0.0","win","US",3422
"2020-04-26","01:05:26",87660350,"4.0.0","win","CN",3423
"2020-04-26","01:05:33",81774921,"3.6.3","osx","US",4
"2020-04-26","01:05:32",74889293,"3.3.3","osx","US",2
"2020-04-26","01:05:42",74889293,"3.3.3","osx","US",2
"2020-04-26","01:05:40",81774921,"3.6.3","osx","US",4
"2020-04-26","01:05:44",21823,"4.0.0","src","CN",544
"2020-04-26","01:05:55",87564157,"4.0.0","win","RU",3424
"2020-04-26","01:06:01",81774921,"3.6.3","osx","US",4
"2020-04-26","01:06:01",81774921,"3.6.3","osx","US",4
"2020-04-26","01:06:10",81774921,"3.6.3","osx","US",4
"2020-04-26","01:05:58",87564166,"4.0.0","win","MX",3425
"2020-04-26","01:06:34",88043430,"latest","osx","US",2
"2020-04-26","01:06:15",87661895,"4.0.0","win","ID",3426
"2020-04-26","01:06:26",81774921,"3.6.3","osx","US",4
"2020-04-26","01:06:29",87667516,"4.0.0","win","LK",3427
"2020-04-26","01:06:38",12604899,"4.0.0","win","US",3422
"2020-04-26","01:07:16",87661010,"4.0.0","win",NA,5
"2020-04-26","01:07:26",87664712,"4.0.0patched","win","US",130
"2020-04-26","01:07:27",6298973,"4.0.0","win","CN",2006
"2020-04-26","01:07:42",88147331,"4.0.0","osx",NA,5
"2020-04-26","01:07:47",81774921,"3.6.3","osx","US",4
"2020-04-26","01:07:53",87564165,"4.0.0","win","US",3428
"2020-04-26","01:08:22",5233197,"4.0.0","osx","CN",3429
"2020-04-26","14:23:58",81774920,"3.6.3","osx","US",4
"2020-04-26","14:24:12",88142665,"4.0.0","osx","NP",3430
"2020-04-26","14:24:08",87660273,"4.0.0","win",NA,5
"2020-04-26","14:24:15",88140043,"latest","osx","US",2
"2020-04-26","14:24:17",87564163,"4.0.0","win",NA,5
"2020-04-26","14:24:33",87662471,"4.0.0","win","US",3431
"2020-04-26","14:24:32",81774920,"3.6.3","osx","US",4
"2020-04-26","14:24:37",87660345,"4.0.0","win","CZ",3432
"2020-04-26","14:24:24",87564167,"4.0.0","win","IN",2449
"2020-04-26","14:24:46",87660651,"4.0.0","win",NA,5
"2020-04-26","14:24:59",87660481,"4.0.0","win","IN",3433
"2020-04-26","14:25:11",87662614,"4.0.0","win","IT",3434
"2020-04-26","14:25:22",87660390,"4.0.0","win","CA",3435
"2020-04-26","14:25:18",87661119,"4.0.0","win","HR",3436
"2020-04-26","14:25:26",27817259,"4.0.0","win","IT",3434
"2020-04-26","14:25:31",87660577,"4.0.0","win","IT",3434
"2020-04-26","14:25:44",87660206,"4.0.0","win","JP",3437
"2020-04-26","14:26:09",74889293,"3.3.3","osx","US",2
"2020-04-26","14:26:25",87660235,"4.0.0","win","IN",3438
"2020-04-26","14:26:54",87667247,"4.0.0patched","win","US",130
"2020-04-26","14:27:11",87564157,"4.0.0","win","TW",3439
"2020-04-26","14:27:25",87661972,"4.0.0","win",NA,5
"2020-04-26","14:27:25",37366363,"devel","win","ET",3440
"2020-04-26","14:27:33",87564166,"4.0.0","win","HK",3441
"2020-04-26","14:27:38",1801922,"4.0.0","win","BR",2926
"2020-04-26","14:27:45",87660972,"4.0.0","win",NA,5
"2020-04-26","14:27:50",87564157,"4.0.0","win","JP",3442
"2020-04-26","14:27:59",87564167,"4.0.0","win","US",3443
"2020-04-26","14:28:27",87564163,"4.0.0","win","US",233
"2020-04-26","14:28:28",87660201,"4.0.0","win",NA,5
"2020-04-26","14:28:40",87661272,"4.0.0","win","NO",3444
"2020-04-26","14:28:37",87705349,"devel","win","US",18
"2020-04-26","13:03:43",87660791,"4.0.0","win","DK",3445
"2020-04-26","13:03:40",87667951,"4.0.0","win","IT",2704
"2020-04-26","13:03:47",88043433,"latest","osx","US",2
"2020-04-26","13:04:03",28586841,"3.6.0","osx",NA,5
"2020-04-26","13:04:02",87663956,"4.0.0","win","RU",1932
"2020-04-26","13:04:15",1049287,"4.0.0","win","ID",3446
"2020-04-26","13:04:21",81774921,"3.6.3","osx","US",4
"2020-04-26","13:04:23",87659763,"4.0.0patched","win","US",130
"2020-04-26","13:04:23",23678138,"3.6.0","osx",NA,5
"2020-04-26","13:04:33",88043429,"4.0.0","osx","US",4
"2020-04-26","13:04:39",87564162,"4.0.0","win","US",3447
"2020-04-26","13:04:36",87593374,"devel","win","US",3448
"2020-04-26","13:04:40",3523460,"4.0.0","win","CN",3449
"2020-04-26","13:04:47",88141827,"4.0.0","osx",NA,5
"2020-04-26","13:04:31",81774921,"3.6.3","osx","US",4
"2020-04-26","13:04:44",547,"4.0.0","win","CN",3449
"2020-04-26","13:04:51",87666546,"4.0.0","win","VN",3450
"2020-04-26","13:04:56",81774921,"3.6.3","osx","US",4
"2020-04-26","13:05:01",81774921,"3.6.3","osx","US",4
"2020-04-26","13:04:55",87660364,"4.0.0","win",NA,5
"2020-04-26","13:05:15",87564156,"4.0.0","win",NA,5
"2020-04-26","13:05:12",88140385,"4.0.0","osx","DE",3451
"2020-04-26","13:05:23",87564167,"4.0.0","win","TR",1687
"2020-04-26","13:05:35",87564156,"4.0.0","win","MA",1931
"2020-04-26","13:05:24",81774921,"3.6.3","osx","US",4
"2020-04-26","13:05:35",87671850,"4.0.0patched","win","US",130
"2020-04-26","13:05:41",2899163,"4.0.0","win","ID",3446
"2020-04-26","13:05:43",87564162,"4.0.0","win","EE",3452
"2020-04-26","13:05:47",87564165,"4.0.0","win","MA",1931
"2020-04-26","13:05:55",87564153,"4.0.0","win","RU",3453
"2020-04-26","13:05:36",81774921,"3.6.3","osx","US",4
"2020-04-26","13:06:05",87670130,"4.0.0patched","win","US",18
"2020-04-26","13:06:09",87564167,"4.0.0","win","DE",3454
"2020-04-26","13:06:11",87662963,"4.0.0","win","KR",3098
"2020-04-26","13:06:37",87564156,"4.0.0","win","GB",3455
"2020-04-26","13:06:32",87564165,"4.0.0","win","SE",3456
"2020-04-26","13:06:44",87661533,"4.0.0","win","US",3457
"2020-04-26","13:06:46",87662371,"4.0.0","win",NA,5
"2020-04-26","13:06:54",14696,"2.11.0","osx","US",2847
"2020-04-26","13:06:55",87564156,"4.0.0","win","IT",951
"2020-04-26","13:06:57",87660425,"4.0.0","win","CA",3458
"2020-04-26","13:07:03",87564162,"4.0.0","win","US",3459
"2020-04-26","13:07:06",81774917,"3.6.3","osx","US",4
"2020-04-26","13:07:06",87593367,"devel","win","US",3460
"2020-04-26","13:07:18",87661910,"4.0.0","win","IT",1928
"2020-04-26","13:07:17",81774916,"3.6.3","osx","US",35
"2020-04-26","13:07:30",88043424,"4.0.0","osx","KR",948
"2020-04-26","13:07:41",53957852,"3.0.2","win","US",524
"2020-04-26","13:07:54",81774919,"3.6.3","osx","US",4
"2020-04-26","13:08:04",88043434,"latest","osx","US",2
"2020-04-26","13:08:10",87564167,"4.0.0","win","IT",951
"2020-04-26","13:08:24",1072899,"4.0.0","osx","JP",1681
"2020-04-26","13:08:22",87659781,"4.0.0patched","win","US",24
"2020-04-26","22:38:59",87662583,"4.0.0","win","CO",3461
"2020-04-26","22:39:08",87660463,"4.0.0","win","JP",3462
"2020-04-26","22:39:09",87660215,"4.0.0","win","TR",3463
"2020-04-26","22:39:12",81045841,"3.6.2","osx","US",4
"2020-04-26","22:39:12",87564163,"4.0.0","win","CL",3464
"2020-04-26","22:39:26",87564167,"4.0.0","win","ES",3305
"2020-04-26","22:39:29",88146775,"latest","osx","US",2
"2020-04-26","22:39:47",87668265,"4.0.0","win","US",327
"2020-04-26","22:39:42",78206710,"3.5.3","osx","US",2
"2020-04-26","22:40:02",87564166,"4.0.0","win","US",3465
"2020-04-26","22:40:16",81774921,"3.6.3","osx","US",4
"2020-04-26","22:40:15",87564158,"4.0.0","win","US",3466
"2020-04-26","22:40:33",87667446,"4.0.0","win","IL",3467
"2020-04-26","22:40:18",88043429,"4.0.0","osx","US",4
"2020-04-26","22:40:28",81774921,"3.6.3","osx","US",4
"2020-04-26","22:40:46",87661775,"4.0.0","win",NA,5
"2020-04-26","22:40:28",81774921,"3.6.3","osx","US",4
"2020-04-26","22:40:44",86532341,"3.6.3","win","US",39
"2020-04-26","22:41:04",88147684,"latest","osx","US",2
"2020-04-26","22:41:15",87668427,"4.0.0","win","US",201
"2020-04-26","22:41:11",87660734,"4.0.0","win",NA,5
"2020-04-26","22:41:22",87564167,"4.0.0","win","US",513
"2020-04-26","22:41:40",88140025,"latest","osx","US",2
"2020-04-26","22:41:43",81774921,"3.6.3","osx","US",4
"2020-04-26","22:42:21",65982,"3.6.2","osx","MX",3468
"2020-04-26","22:42:40",87669009,"4.0.0","win",NA,5
"2020-04-26","22:42:46",87669322,"4.0.0patched","win","US",639
"2020-04-26","22:42:46",87661828,"4.0.0","win",NA,5
"2020-04-26","22:43:19",3354105,"4.0.0","win","HK",3469
"2020-04-26","22:43:19",157701,"2.14.0","osx","US",3470
"2020-04-26","11:03:40",87660859,"4.0.0","win","PL",3471
"2020-04-26","11:04:28",81774920,"3.6.3","osx","US",4
"2020-04-26","11:04:23",81148777,"3.6.3.nn","osx",NA,5
"2020-04-26","11:04:33",81774916,"3.6.3","osx","US",35
"2020-04-26","11:04:44",33211246,"4.0.0","src","TR",3472
"2020-04-26","11:04:45",87564166,"4.0.0","win",NA,5
"2020-04-26","11:04:40",87660207,"4.0.0","win",NA,5
"2020-04-26","11:04:52",87660287,"4.0.0","win","GR",3473
"2020-04-26","11:05:03",86524878,"3.6.3","win","NL",3474
"2020-04-26","11:05:11",87670103,"4.0.0","win","BR",3475
"2020-04-26","11:05:09",87666814,"4.0.0","win","US",3476
"2020-04-26","11:05:18",87675700,"4.0.0","win","NG",3477
"2020-04-26","11:05:24",87660704,"4.0.0","win","SE",3478
"2020-04-26","11:05:32",81774920,"3.6.3","osx","US",4
"2020-04-26","11:05:32",81774909,"3.6.3","osx","US",35
"2020-04-26","11:05:36",87671483,"4.0.0","win","US",39
"2020-04-26","11:05:37",81774920,"3.6.3","osx","US",4
"2020-04-26","11:05:47",74889290,"3.3.3","osx","US",2
"2020-04-26","11:05:46",81774920,"3.6.3","osx","US",4
"2020-04-26","11:05:51",87666399,"4.0.0","win","RO",3479
"2020-04-26","11:05:53",87660208,"4.0.0","win","TR",3480
"2020-04-26","11:06:00",87564167,"4.0.0","win",NA,5
"2020-04-26","11:05:56",87702061,"devel","win","US",130
"2020-04-26","11:06:12",81774920,"3.6.3","osx","US",4
"2020-04-26","11:06:44",87564163,"4.0.0","win",NA,5
"2020-04-26","11:06:37",87676713,"4.0.0","win","US",39
"2020-04-26","11:06:46",87564156,"4.0.0","win","GB",3481
"2020-04-26","11:06:47",87664321,"4.0.0","win","ID",3482
"2020-04-26","11:06:59",77266252,"3.4.4","osx","US",2
"2020-04-26","11:07:07",81774920,"3.6.3","osx","US",4
"2020-04-26","11:07:12",87661155,"4.0.0","win","IN",3483
"2020-04-26","11:07:23",81148462,"3.6.3.nn","osx",NA,5
"2020-04-26","11:07:30",88140016,"latest","osx","US",2
"2020-04-26","11:07:32",78114110,"3.5.3","osx","US",2
"2020-04-26","11:07:30",87564165,"4.0.0","win",NA,5
"2020-04-26","11:07:49",88043430,"latest","osx","US",2
"2020-04-26","11:07:56",6323433,"4.0.0","win",NA,5
"2020-04-26","11:07:56",81774920,"3.6.3","osx","US",4
"2020-04-26","11:08:11",87564167,"4.0.0","win",NA,5
"2020-04-26","11:08:48",87564166,"4.0.0","win",NA,5
"2020-04-26","06:03:32",87564154,"4.0.0","win","KR",350
"2020-04-26","06:03:51",81774919,"3.6.3","osx","US",35
"2020-04-26","06:03:57",79426434,"3.6.1","osx","US",2
"2020-04-26","06:03:59",87564163,"4.0.0","win",NA,5
"2020-04-26","06:04:02",87564163,"4.0.0","win","JP",3484
"2020-04-26","06:04:18",1041898,"4.0.0","win","CN",3485
"2020-04-26","06:04:32",87564167,"4.0.0","win","IN",3486
"2020-04-26","06:04:27",81774919,"3.6.3","osx","US",35
"2020-04-26","06:04:39",1049103,"4.0.0","win",NA,5
"2020-04-26","06:04:34",88141408,"4.0.0","osx",NA,5
"2020-04-26","06:04:49",81774921,"3.6.3","osx","US",4
"2020-04-26","06:05:26",81774919,"3.6.3","osx","US",35
"2020-04-26","06:05:25",81774921,"3.6.3","osx","US",4
"2020-04-26","06:05:37",81774921,"3.6.3","osx","US",4
"2020-04-26","06:05:29",81774921,"3.6.3","osx","US",4
"2020-04-26","06:05:48",87668957,"4.0.0patched","win","US",39
"2020-04-26","06:05:54",81774919,"3.6.3","osx","US",35
"2020-04-26","06:05:54",81774919,"3.6.3","osx","US",35
"2020-04-26","06:05:56",1017425,"4.0.0","osx",NA,5
"2020-04-26","06:05:45",87660399,"4.0.0","win","IN",3487
"2020-04-26","06:05:54",81774921,"3.6.3","osx","US",4
"2020-04-26","06:05:58",88149314,"4.0.0","osx",NA,5
"2020-04-26","06:06:14",81774919,"3.6.3","osx","US",35
"2020-04-26","06:06:04",87659772,"4.0.0patched","win","US",39
"2020-04-26","06:06:14",74889294,"3.3.3","osx","US",2
"2020-04-26","06:06:19",81774919,"3.6.3","osx","US",35
"2020-04-26","06:06:17",81774921,"3.6.3","osx","US",4
"2020-04-26","06:06:25",87661225,"4.0.0","win","ID",3488
"2020-04-26","06:06:47",87564156,"4.0.0","win","KR",3489
"2020-04-26","06:07:10",81774919,"3.6.3","osx","US",35
"2020-04-26","06:07:10",81774921,"3.6.3","osx","US",4
"2020-04-26","06:07:18",951771,"3.4.4","osx","US",3490
"2020-04-26","06:07:14",1011676,"4.0.0","osx","US",474
"2020-04-26","06:07:26",87671686,"4.0.0","win","US",39
"2020-04-26","06:07:30",81774919,"3.6.3","osx","US",35
"2020-04-26","06:07:37",81774921,"3.6.3","osx","US",4
"2020-04-26","06:07:41",81774921,"3.6.3","osx","US",4
"2020-04-26","06:07:40",81774921,"3.6.3","osx","US",4
"2020-04-26","06:07:48",88140944,"4.0.0","osx","US",474
"2020-04-26","06:07:50",1361937,"4.0.0","win",NA,5
"2020-04-26","06:08:11",81774921,"3.6.3","osx","US",4
"2020-04-26","06:08:16",87660380,"4.0.0","win","FR",3491
"2020-04-26","06:08:22",87564151,"4.0.0","win","US",3492
"2020-04-26","06:08:22",88043429,"4.0.0","osx","US",4
"2020-04-26","06:08:22",81774921,"3.6.3","osx","US",4
"2020-04-26","06:08:30",87564161,"4.0.0","win","US",3493
"2020-04-26","06:08:30",81774921,"3.6.3","osx","US",4
"2020-04-26","06:08:41",81774919,"3.6.3","osx","US",35
"2020-04-26","14:53:39",87564156,"4.0.0","win","DK",1347
"2020-04-26","14:53:51",21715283,"4.0.0","win","IN",3494
"2020-04-26","14:53:35",1050104,"4.0.0","win","IN",3495
"2020-04-26","14:53:58",87564167,"4.0.0","win",NA,5
"2020-04-26","14:54:12",87661208,"4.0.0","win","IN",3496
"2020-04-26","14:54:20",33210900,"4.0.0","src","DE",3497
"2020-04-26","14:54:32",87660310,"4.0.0","win","IT",3498
"2020-04-26","14:54:26",87660235,"4.0.0","win","JP",3499
"2020-04-26","14:54:35",88141098,"4.0.0","osx","ES",3500
"2020-04-26","14:54:45",262823,"4.0.0","win",NA,5
"2020-04-26","14:54:56",81774920,"3.6.3","osx","US",4
"2020-04-26","14:54:56",87564162,"4.0.0","win","US",3501
"2020-04-26","14:55:06",87564151,"4.0.0","win","US",3502
"2020-04-26","14:55:36",87660236,"4.0.0","win","JP",3503
"2020-04-26","14:55:47",81774920,"3.6.3","osx","US",4
"2020-04-26","14:55:45",87660427,"4.0.0","win","KR",3504
"2020-04-26","14:56:04",87564157,"4.0.0","win","US",3505
"2020-04-26","14:56:21",87661251,"4.0.0","win","US",3506
"2020-04-26","14:56:27",64563,"4.0.0","src",NA,5
"2020-04-26","14:56:27",130277,"4.0.0","src",NA,5
"2020-04-26","14:56:30",26636585,"4.0.0","win","JP",689
"2020-04-26","14:56:31",261368,"4.0.0","src",NA,5
"2020-04-26","14:56:21",87660843,"4.0.0","win","JP",3507
"2020-04-26","14:56:32",81774920,"3.6.3","osx","US",4
"2020-04-26","14:56:38",87662200,"4.0.0","win","DE",3508
"2020-04-26","14:56:39",1048278,"4.0.0","win",NA,5
"2020-04-26","14:56:44",88043425,"4.0.0","osx","US",4
"2020-04-26","14:57:00",87564167,"4.0.0","win","US",3509
"2020-04-26","14:56:50",87660578,"4.0.0","win","PT",3510
"2020-04-26","14:57:08",87662043,"4.0.0","win",NA,5
"2020-04-26","14:57:00",81774920,"3.6.3","osx","US",4
"2020-04-26","14:57:13",87564163,"4.0.0","win","DK",1347
"2020-04-26","14:57:13",88140205,"4.0.0","osx","PT",3511
"2020-04-26","14:57:13",87564165,"4.0.0","win","CN",3512
"2020-04-26","14:57:46",87660228,"4.0.0","win","JP",689
"2020-04-26","14:57:52",87564165,"4.0.0","win","DK",1347
"2020-04-26","14:57:57",87564166,"4.0.0","win","US",3513
"2020-04-26","14:57:59",88142878,"4.0.0","osx","ES",3514
"2020-04-26","14:58:28",87661210,"4.0.0","win","CA",3515
"2020-04-26","14:58:35",87564156,"4.0.0","win","GB",3516
"2020-04-26","14:58:35",87564157,"4.0.0","win","TR",1221
"2020-04-26","22:49:09",87669820,"4.0.0","win","US",3517
"2020-04-26","22:49:18",33211031,"4.0.0","src",NA,5
"2020-04-26","22:49:26",87564157,"4.0.0","win","US",3518
"2020-04-26","22:49:36",81774919,"3.6.3","osx","US",4
"2020-04-26","22:49:32",87665973,"4.0.0patched","win","US",201
"2020-04-26","22:49:47",81774910,"3.6.3","osx","US",4
"2020-04-26","22:50:15",78114110,"3.5.3","osx","US",2
"2020-04-26","22:50:10",88140038,"latest","osx","US",2
"2020-04-26","22:50:57",74889290,"3.3.3","osx","US",2
"2020-04-26","22:51:10",88141452,"4.0.0","osx",NA,5
"2020-04-26","22:51:19",88043434,"latest","osx","US",2
"2020-04-26","22:51:32",87660517,"4.0.0","win",NA,5
"2020-04-26","22:51:31",87664907,"4.0.0","win","EG",3519
"2020-04-26","22:52:07",87660365,"4.0.0","win","US",3520
"2020-04-26","22:52:08",29521774,"4.0.0","win",NA,5
"2020-04-26","22:52:17",87664899,"4.0.0","win",NA,5
"2020-04-26","22:52:19",87661606,"4.0.0","win","DE",3521
"2020-04-26","00:33:57",4067260,"4.0.0","win","CN",242
"2020-04-26","00:34:06",87564166,"4.0.0","win",NA,5
"2020-04-26","00:34:09",87564163,"4.0.0","win","CL",1144
"2020-04-26","00:34:29",88143946,"latest","osx","US",2
"2020-04-26","00:34:44",88043430,"latest","osx","US",2
"2020-04-26","00:35:15",87660469,"4.0.0","win","MX",100
"2020-04-26","00:35:24",87660279,"4.0.0","win","US",3522
"2020-04-26","00:35:33",13099,"3.6.3","src","US",3523
"2020-04-26","00:35:56",88141218,"4.0.0","osx","TR",3524
"2020-04-26","00:35:47",1021419,"4.0.0","win","CN",3525
"2020-04-26","00:36:11",33308729,"3.6.3","src","US",3526
"2020-04-26","00:36:19",87661246,"4.0.0","win","US",3527
"2020-04-26","00:36:13",43519,"4.0.0","win","CN",3525
"2020-04-26","00:36:27",547,"4.0.0","win","CN",3528
"2020-04-26","00:36:30",920031,"4.0.0","win","CN",3528
"2020-04-26","00:36:55",87661010,"4.0.0","win","CO",3054
"2020-04-26","00:36:58",1015626,"4.0.0","win","CN",242
"2020-04-26","00:38:09",88140121,"4.0.0","osx","US",1136
"2020-04-26","07:29:22",1066660,"4.0.0","osx","CH",213
"2020-04-26","07:29:32",87670983,"4.0.0","win","US",130
"2020-04-26","07:29:55",87564163,"4.0.0","win",NA,5
"2020-04-26","07:30:04",87660318,"4.0.0","win","IN",3529
"2020-04-26","07:30:22",1065761,"4.0.0","osx","CH",213
